image,line_num,line_pos,text,auto_label,corrected_label
3.png,48,0.608,284062204 MP H AND FC $1.41,item,item
3.png,49,0.62,5% off $1.49,discount,noise
3.png,50,0.633,Cartwheel,discount,noise
3.png,51,0.646,FC $1.00,item,noise
3.png,52,0.658,284101094 CHOBANI,item,item
3.png,53,0.671,FC $1.00,item,noise
3.png,54,0.684,284101095 CHOBANI,item,item
3.png,55,0.696,tEEE,item,noise
3.png,56,0.709,FC $1.00,item,noise
3.png,57,0.722,284101157 CHOBANI,item,item
3.png,58,0.734,FC $2.00,item,noise
3.png,59,0.747,284101488 CHOBANI,item,item
3.png,60,0.759,2 @ $1.00 ea,qty,qty
3.png,61,0.772,FC $3.49,item,noise
3.png,62,0.785,288070759 BREYERS,item,item
3.png,63,0.797,Saved $0.60 off $4.09,discount,noise
3.png,64,0.81,288070788 BREYERS FC $3.49,item,item
3.png,65,0.823,Saved $0.60 off $4.09,discount,noise
3.png,66,0.835,HEALTH-BEAUTY-COSMETICS,header,header
3.png,67,0.848,049090323 AQUAF 2PK $4.89,item,item
3.png,68,0.861,049110079 SONICARE $21.99,item,item
3.png,69,0.873,HOME,header,header
3.png,70,0.886,072071302 BISSELL $129.99,item,item
3.png,71,0.899,Saved $20.00 0ff $149.99,discount,noise
3.png,72,0.911,SUBTOTAL $246.00,metadata,noise
3.png,73,0.924,Your REDcard Savings $11.55,metadata,noise
3.png,74,0.937,8.4750% on $151.37 $12.83,item,noise
3.png,75,0.949,MO TAX,metadata,noise
3.png,76,0.962,I1 11 $83.08 $4.55,item,noise
3.png,77,0.975,5.4750% on,item,noise
3.png,78,0.987,MO TAX,metadata,noise
3.png,79,1.0,TOTAI on,item,noise
Aldi-receipt-1.jpg,0,0.0,ALDI,item,header
Aldi-receipt-1.jpg,1,0.013,Store #19,header,header
Aldi-receipt-1.jpg,2,0.025,8205 S Olymp1a Ave,item,header
Aldi-receipt-1.jpg,3,0.037,"Tulsa, OK",item,header
Aldi-receipt-1.jpg,4,0.05,WWW.ALDI.US,item,header
Aldi-receipt-1.jpg,5,0.062,Your cashier today was Skylar,metadata,header
Aldi-receipt-1.jpg,6,0.075,2% Milk 2.60,item,item
Aldi-receipt-1.jpg,7,0.087,Large Eggs 0.78,item,item
Aldi-receipt-1.jpg,8,0.1,Large Eggs 0.78 LLL,item,item
Aldi-receipt-1.jpg,9,0.113,Mntry/Peppr Jack 1.99,item,item
Aldi-receipt-1.jpg,10,0.125,1.75 FB,item,noise
Aldi-receipt-1.jpg,11,0.138,SeasonedFrnchFries,item,item
Aldi-receipt-1.jpg,12,0.15,1.65 FB,item,noise
Aldi-receipt-1.jpg,13,0.163,Potato Puffs,item,item
Aldi-receipt-1.jpg,14,0.175,4.99 FB,item,noise
Aldi-receipt-1.jpg,15,0.188,Fami ly Chkn Nugget,item,item
Aldi-receipt-1.jpg,16,0.2,1.49 FB,item,noise
Aldi-receipt-1.jpg,17,0.212,Carrots,item,item
Aldi-receipt-1.jpg,18,0.225,1.17 FB,item,noise
Aldi-receipt-1.jpg,19,0.237,Bananas LRW,item,item
Aldi-receipt-1.jpg,20,0.25,2.67 1b x 0.44/1b,item,weight
Aldi-receipt-1.jpg,21,0.263,2.89 FB,item,noise
Aldi-receipt-1.jpg,22,0.275,Butter Quarters,item,item
Aldi-receipt-1.jpg,23,0.287,1.89 FB,item,noise
Aldi-receipt-1.jpg,24,0.3,Semi -Sweet Morsels,item,item
Aldi-receipt-1.jpg,25,0.312,1.85 FB,item,noise
Aldi-receipt-1.jpg,26,0.325,Vegetable Oil 48oz,item,item
Aldi-receipt-1.jpg,27,0.338,3.49 FB,item,noise
Aldi-receipt-1.jpg,28,0.35,Navel Oranges,item,item
Aldi-receipt-1.jpg,29,0.362,1.29 FB,item,noise
Aldi-receipt-1.jpg,30,0.375,Jumbo Biscuits,item,item
Aldi-receipt-1.jpg,31,0.388,1.29 FB,item,noise
Aldi-receipt-1.jpg,32,0.4,Kosher Baby Dills,item,item
Aldi-receipt-1.jpg,33,0.412,1.49 FB,item,noise
Aldi-receipt-1.jpg,34,0.425,Deli Mustards,item,item
Aldi-receipt-1.jpg,35,0.438,1.59 FB,item,noise
Aldi-receipt-1.jpg,36,0.45,Saltines,item,item
Aldi-receipt-1.jpg,37,0.463,1.59 NB,item,noise
Aldi-receipt-1.jpg,38,0.475,72 ct. Baby Wipes,item,item
Aldi-receipt-1.jpg,39,0.487,1.89 NB,item,noise
Aldi-receipt-1.jpg,40,0.5,Fabric Soft. Sheet,item,item
Aldi-receipt-1.jpg,41,0.512,2.29 NB,item,noise
Aldi-receipt-1.jpg,42,0.525,Aluminum Foil,item,item
Aldi-receipt-1.jpg,43,0.537,0.39 FB,item,noise
Aldi-receipt-1.jpg,44,0.55,Taco Mix,item,item
Aldi-receipt-1.jpg,45,0.562,0.99 FB,item,noise
Aldi-receipt-1.jpg,46,0.575,Hamburger Buns,item,item
Aldi-receipt-1.jpg,47,0.588,0.85 FB,item,noise
Aldi-receipt-1.jpg,48,0.6,Sndwch Wheat Bread,item,item
Aldi-receipt-1.jpg,49,0.613,0.49 FB,item,noise
Aldi-receipt-1.jpg,50,0.625,Cut Green Beans,item,item
Aldi-receipt-1.jpg,51,0.637,0.49 FB,item,noise
Aldi-receipt-1.jpg,52,0.65,Sweet Peas,item,item
Aldi-receipt-1.jpg,53,0.662,0.49 FB,item,noise
Aldi-receipt-1.jpg,54,0.675,Sweet Peas,item,item
Aldi-receipt-1.jpg,55,0.688,0.49 FB,item,noise
Aldi-receipt-1.jpg,56,0.7,Sweet Peas,item,item
Aldi-receipt-1.jpg,57,0.713,0.49 FB,item,noise
Aldi-receipt-1.jpg,58,0.725,Cut Green Beans,item,item
Aldi-receipt-1.jpg,59,0.738,0.45 FB,item,noise
Aldi-receipt-1.jpg,60,0.75,Tomato Paste,item,item
Aldi-receipt-1.jpg,61,0.762,0.29 FB,item,noise
Aldi-receipt-1.jpg,62,0.775,Tomato Sauce,item,item
Aldi-receipt-1.jpg,63,0.787,1.99 NB,item,noise
Aldi-receipt-1.jpg,64,0.8,Beauty Bar Soap,item,item
Aldi-receipt-1.jpg,65,0.812,3.69 NB,item,noise
Aldi-receipt-1.jpg,66,0.825,Panty Liners,item,item
Aldi-receipt-1.jpg,67,0.838,2.92 NB,item,noise
Aldi-receipt-1.jpg,68,0.85,Old Spice Deodornt,item,item
Aldi-receipt-1.jpg,69,0.863,0.99 FB,item,noise
Aldi-receipt-1.jpg,70,0.875,Cantaloupe,item,item
Aldi-receipt-1.jpg,71,0.887,58.34,noise,noise
Aldi-receipt-1.jpg,72,0.9,08/25/19 15:30,noise,date
Aldi-receipt-1.jpg,73,0.912,++APPROVED++,metadata,noise
Aldi-receipt-1.jpg,74,0.925,53.76,noise,noise
Aldi-receipt-1.jpg,75,0.938,SUBTOTAL,metadata,noise
Aldi-receipt-1.jpg,76,0.95,53.76 B-Taxable @8.517% 4.58,metadata,noise
Aldi-receipt-1.jpg,77,0.963,AMOUNT DUE 58.34,item,noise
Aldi-receipt-1.jpg,78,0.975,TOT $58.34,item,noise
Aldi-receipt-1.jpg,79,0.988,34 ITEMS,item,noise
Aldi-receipt-1.jpg,80,1.0,Credit Card $58.34,metadata,noise
27a22d61b44a11294529d235db0aa4a5.jpg,0,0.0,WALAMART,item,header
27a22d61b44a11294529d235db0aa4a5.jpg,1,0.025,WE SELL FOR LESS,item,header
27a22d61b44a11294529d235db0aa4a5.jpg,2,0.05,ALWAYS!,item,header
27a22d61b44a11294529d235db0aa4a5.jpg,3,0.075,STORE 1627,item,header
27a22d61b44a11294529d235db0aa4a5.jpg,4,0.1,05 TR$ 08226,item,header
27a22d61b44a11294529d235db0aa4a5.jpg,5,0.125,ST# 1627 0P# 00000138 TE#,item,header
27a22d61b44a11294529d235db0aa4a5.jpg,6,0.15,FOLIAGE BSK 072520920015 5.47,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,7,0.175,CAT FOOD 001780046572,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,8,0.2,6 AZALEA PT 004326100603 0.75,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,9,0.225,AZALEA 004326100603 0.75,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,10,0.25,AZALEA 004326100603 0.75,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,11,0.275,BAKEWARE 007286700150 0.88,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,12,0.3,WM FAC. UPR 007874231267 89'0,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,13,0.325,WM FAC UPR 007874231267 0.68,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,14,0.35,GARDEN D16 QTY 1.97,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,15,0.375,DISH GEL 003500042800 2.97J,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,16,0.4,DURA SAUCER 003283294101 0.73,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,17,0.425,HOOVER BAG M 007350250737 5.96,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,18,0.45,PLANT SAUCER 002801600600 0.34,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,19,0.475,PLANT SAUCER 002801600600 0.34,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,20,0.5,VIDEO TAPE 007410014702 5.97,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,21,0.525,REG 2.86 / 003224707797 1.40 A,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,22,0.55,CAT LITTER 007874212688 1.97,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,23,0.575,DRI-BOTTONS 073312600320 8.97 D,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,24,0.6,DRI-BOTTOMS 073312600320 8.97,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,25,0.625,SPINWHEEL 002899853600,item,item
27a22d61b44a11294529d235db0aa4a5.jpg,26,0.65,0.75 A,item,noise
27a22d61b44a11294529d235db0aa4a5.jpg,27,0.675,SUBTOTAL 55.97,metadata,noise
27a22d61b44a11294529d235db0aa4a5.jpg,28,0.7,TAX 1 6.500 % 2.47,metadata,noise
27a22d61b44a11294529d235db0aa4a5.jpg,29,0.725,TOTAL 58.44,metadata,noise
27a22d61b44a11294529d235db0aa4a5.jpg,30,0.75,VISA TEND 588.44,metadata,noise
27a22d61b44a11294529d235db0aa4a5.jpg,31,0.775,ACCOUNT #7680-03/99,item,noise
27a22d61b44a11294529d235db0aa4a5.jpg,32,0.8,APPROV 40829,item,noise
27a22d61b44a11294529d235db0aa4a5.jpg,33,0.825,TRANS ID -0027226818327101,metadata,noise
27a22d61b44a11294529d235db0aa4a5.jpg,34,0.85,VALIDATION -4N9P,item,noise
27a22d61b44a11294529d235db0aa4a5.jpg,35,0.875,PAYMENT SERVICE - E,item,noise
27a22d61b44a11294529d235db0aa4a5.jpg,36,0.9,CHANGE DUE 0.00,item,noise
27a22d61b44a11294529d235db0aa4a5.jpg,37,0.925,TCO,noise,noise
27a22d61b44a11294529d235db0aa4a5.jpg,38,0.95,WAL-HART MASTERCARD 1-800-858-3100,item,noise
27a22d61b44a11294529d235db0aa4a5.jpg,39,0.975,08/14/97 17142:02,noise,date
27a22d61b44a11294529d235db0aa4a5.jpg,40,1.0,***CUSTOMER COPY***,discount,noise
6ef0431879c90048af27b78c1e7159af.jpg,0,0.0,How doers,item,header
6ef0431879c90048af27b78c1e7159af.jpg,1,0.025,get more done.,item,header
6ef0431879c90048af27b78c1e7159af.jpg,2,0.05,55 FOREST PLAZA ANNAPOLIS MD 21401,item,header
6ef0431879c90048af27b78c1e7159af.jpg,3,0.075,ANNAPOLIS MD 21401 (410)897-9077,header,header
6ef0431879c90048af27b78c1e7159af.jpg,4,0.1,2589 00015 39105 03/19/23 12:11 PM,header,header
6ef0431879c90048af27b78c1e7159af.jpg,5,0.125,SALE CASHIER DANIEL,metadata,header
6ef0431879c90048af27b78c1e7159af.jpg,6,0.15,719931246608 OAK SCANT <A> 28.98,item,item
6ef0431879c90048af27b78c1e7159af.jpg,7,0.175,"1/2X6-48"" 0AK HOBBY BOARD",item,item
6ef0431879c90048af27b78c1e7159af.jpg,8,0.2,718212211939 SIBLEY 24 IN <A 124.00,item,item
6ef0431879c90048af27b78c1e7159af.jpg,9,0.225,SIBLEY LED CHROME VANITY BAR,item,item
6ef0431879c90048af27b78c1e7159af.jpg,10,0.25,885612848567 CURSIVA 1H <A> 149.00,item,item
6ef0431879c90048af27b78c1e7159af.jpg,11,0.275,"CURSIVA 4"" 1 HDL BN",item,item
6ef0431879c90048af27b78c1e7159af.jpg,12,0.3,078477467039 SWITCHES <A= 10.77,item,item
6ef0431879c90048af27b78c1e7159af.jpg,13,0.325,032076952884 NW 1G 20CU -A> 15A WHT TAMPER SWITCH & OUTLET,item,item
6ef0431879c90048af27b78c1e7159af.jpg,14,0.35,GB NEW WORK 1G 2OCU,item,item
6ef0431879c90048af27b78c1e7159af.jpg,15,0.375,200.72 1.44,noise,noise
6ef0431879c90048af27b78c1e7159af.jpg,16,0.4,"078477211915 1G WP, WH -A> 1.16",item,item
6ef0431879c90048af27b78c1e7159af.jpg,17,0.425,1G WHT MIDWAY BLANK WALLPLT,item,item
6ef0431879c90048af27b78c1e7159af.jpg,18,0.45,078477086933 1G DUP WH <A> 0.48,item,item
6ef0431879c90048af27b78c1e7159af.jpg,19,0.475,1G WHT DUPLEX WALLPLT,item,item
6ef0431879c90048af27b78c1e7159af.jpg,20,0.5,811108036613 STDC0NASST30 <A> 4.98,item,item
6ef0431879c90048af27b78c1e7159af.jpg,21,0.525,CE STANDARD WIRE CONCTRS-ASSTD-3O PK,item,item
6ef0431879c90048af27b78c1e7159af.jpg,22,0.55,070048114748 GR0UT PEN <A>,item,item
6ef0431879c90048af27b78c1e7159af.jpg,23,0.575,2@6.97 MAGIC TILE GROUT COATING PEN WHITE 13.94,qty,qty
6ef0431879c90048af27b78c1e7159af.jpg,24,0.6,"885612835918 CARM 16"" BN <A> 59.98",item,item
6ef0431879c90048af27b78c1e7159af.jpg,25,0.625,"CARMICHAEL 16"" GRAB BAR BN",item,item
6ef0431879c90048af27b78c1e7159af.jpg,26,0.65,032076055264 ELEC STAPLE <A> 4.38,item,item
6ef0431879c90048af27b78c1e7159af.jpg,27,0.675,"1/2"" YLW METAL INSLTD STAPLES 100PK",item,item
6ef0431879c90048af27b78c1e7159af.jpg,28,0.7,032886263026 14-2 NM 25' <A> 30.00,item,item
6ef0431879c90048af27b78c1e7159af.jpg,29,0.725,14-2 NM W/G 25 FT,item,item
6ef0431879c90048af27b78c1e7159af.jpg,30,0.75,"6940500320632 7"" BN LED FM <A> 36.47",item,item
6ef0431879c90048af27b78c1e7159af.jpg,31,0.775,"BN 7"" LED MINI FLUSHMNT 2PK",item,item
6ef0431879c90048af27b78c1e7159af.jpg,32,0.8,"818897010954 6 0UTLET USB <A> 25,88",item,item
6ef0431879c90048af27b78c1e7159af.jpg,33,0.825,CE 2 PACK 6 OUTLETS 4 USB SURGE TAP,item,item
6ef0431879c90048af27b78c1e7159af.jpg,34,0.85,SUBTOTAL 491.46 29.49,metadata,noise
6ef0431879c90048af27b78c1e7159af.jpg,35,0.875,SALES TAX TOTAL $520.95,metadata,noise
6ef0431879c90048af27b78c1e7159af.jpg,36,0.9,XXXXXXXXXXXX2616 DEBTT USD$ 520.95,item,noise
6ef0431879c90048af27b78c1e7159af.jpg,37,0.925,AUTH CODE 000399 Verified By PIN,metadata,noise
6ef0431879c90048af27b78c1e7159af.jpg,38,0.95,Chip Read US DEBIT,metadata,noise
6ef0431879c90048af27b78c1e7159af.jpg,39,0.975,AID' A0000000980840,item,noise
6ef0431879c90048af27b78c1e7159af.jpg,40,1.0,589 03/19/23 12:11 PM,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,0,0.0,NEW,noise,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,1,0.021,7/19/22,header,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,2,0.042,Cocktail Time Wine & Spirits,item,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,3,0.062,1317 N. Maize Rd. Suite 109,item,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,4,0.083,"Wichita, KS, 67212",item,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,5,0.104,316-260-9962,noise,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,6,0.125,Price Quote,item,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,7,0.146,P.O. NUmber: BRENDA KOBLER,item,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,8,0.167,07/19/2022 Time 10:01am TX# 706716,item,date
6dec9c53c895c77cdeeb6daea004d6b9.jpg,9,0.188,Station:02 Drawer:1,item,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,10,0.208,Logon: 1 Mark,item,header
6dec9c53c895c77cdeeb6daea004d6b9.jpg,11,0.229,2 7049123002 Price 6.291,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,12,0.25,MASTER MIX LOADED BLODDY MARY 12.58T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,13,0.271,Discounted Reg. 6.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,14,0.292,22 1820053030 Price 21.99,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,15,0.312,BUD LIGHT CAN 30/120Z 483.78T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,16,0.333,Discounted Reg. 24.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,17,0.354,16 3410057341 Price 21.99,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,18,0.375,MILLER LITE CAN 30/120Z 351.84T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,19,0.396,Discounted Reg. 24.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,20,0.417,10 8200072760 Price 17.991,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,21,0.438,SMIRNOFF VODKA RED 80 PET 1. 179.91T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,22,0.458,Discounted Reg. 19.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,23,0.479,2 8043240164 Price 19.791,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,24,0.5,SEAGRAMS GIN LIME TWISTED 1.75 39.58T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,25,0.521,Discounted Reg. 21.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,26,0.542,8224201325 Price 16.141,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,27,0.562,BOTA BOX 17 PINOT GRIGIO 3L 64.56T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,28,0.583,Discounted Reg. 18.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,29,0.604,4 8224201236 Price 16.141,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,30,0.625,BOTA BOX 17 PINOT NOIR 3L 64.56T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,31,0.646,Discounted Reg. 18.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,32,0.667,8800402774 Price 59.99,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,33,0.688,WELLER BOURBON 12 YR 90PF 750M 59.99T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,34,0.708,6 8200075910 Price 22.491,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,35,0.729,C. MORGAN RUM SPICE PET 1.75L 134.95T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,36,0.75,Discounted Reg. 24.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,37,0.771,7 8769200991 Price 15.291,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,38,0.792,TRULY LEMONADE VAR. SELTZER C 107.04T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,39,0.812,Discounted Reg. 16.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,40,0.833,8 4006340043 Price 39.591,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,41,0.854,FOUR ROSES BOURBON 1.75L 316.73T,item,item
6dec9c53c895c77cdeeb6daea004d6b9.jpg,42,0.875,Discounted Reg. 43.99,item,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,43,0.896,** Quote ** Quote ** Quote ** Quote **,discount,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,44,0.917,82 I tem(s) Sub Total 1815.52,metadata,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,45,0.938,Liquor Tax 144.24,metadata,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,46,0.958,Retail Tax .94,metadata,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,47,0.979,Total 1960.70,metadata,noise
6dec9c53c895c77cdeeb6daea004d6b9.jpg,48,1.0,You Saved 224.65,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,0,0.0,GLAD GARBAGE BAGS,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,1,0.022,DOLE FRT BWL M/ORN $10.29 G,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,2,0.043,DOLE FRUIT BOWL MS $4.29,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,3,0.065,CG UNSWT_ORNG JCE -$1.29,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,4,0.087,1@ 4 FOR $5.00 $1.25,item,qty
17kwveEU_hF6lGgEHj-17pw.jpeg,5,0.109,PLUS .00 CRF/EA $0.02,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,6,0.13,PLUS 10 DEP/EA $0.10,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,7,0.152,CG UNSWT ORNG JCE,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,8,0.174,1 @ 4 FOR $5.00 $1.25,item,qty
17kwveEU_hF6lGgEHj-17pw.jpeg,9,0.196,PLUS .00 CRF/EA $0.02,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,10,0.217,PLUS ·10 DEP/EA $0.10,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,11,0.239,DLAND LACTOSE FREE $5.29,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,12,0.261,PLUS .08 CRF/EA $0.08,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,13,0.283,PLUS .25 DEP/EA $0.25,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,14,0.304,DANONE 650G ACTIVI,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,15,0.326,1 © 3 FOR $9.99 $3.33,item,qty
17kwveEU_hF6lGgEHj-17pw.jpeg,16,0.348,PILL CINN ROLLS $3.99,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,17,0.37,CG CRM CHS SPRDBLE $3.98,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,18,0.391,BECEL MARG SOFT 45 $4.19,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,19,0.413,FIASCO SORBETTO $7.99,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,20,0.435,ASPARAGUS 4080,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,21,0.457,0.445 kg @ $17.61/kg $7.84,weight,weight
17kwveEU_hF6lGgEHj-17pw.jpeg,22,0.478,LEMONS BULK,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,23,0.5,2@ 2 FOR $0.99 $0.99,item,qty
17kwveEU_hF6lGgEHj-17pw.jpeg,24,0.522,CUCUMBERS FIELD $2.29,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,25,0.543,BANANAS YELLOW 4011,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,26,0.565,0.970 kg@ $1.96/kg $1.90,weight,weight
17kwveEU_hF6lGgEHj-17pw.jpeg,27,0.587,SWT KALE SLD KIT $5.99,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,28,0.609,RAISINS THOMPSON 1028,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,29,0.63,0.145_kg @ $7.90/kg $1.15,item,weight
17kwveEU_hF6lGgEHj-17pw.jpeg,30,0.652,CHOCOLATE CHIPS 1019,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,31,0.674,0.180 kg $9.90/kg $1.78,weight,weight
17kwveEU_hF6lGgEHj-17pw.jpeg,32,0.696,ALMONDS SLIC NATUR 1015,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,33,0.717,0.350 kg @ $37.90/kg $13.27,weight,weight
17kwveEU_hF6lGgEHj-17pw.jpeg,34,0.739,ROLL OATS,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,35,0.761,1 @ 2 FOR $5.00 $2.50,item,qty
17kwveEU_hF6lGgEHj-17pw.jpeg,36,0.783,BLUEBERRIES PACKAG $4.88,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,37,0.804,HAM BLACKFOREST $3.94,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,38,0.826,BREAD CIABATTA $4.99,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,39,0.848,PORK RIB END ROAST,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,40,0.87,SALMON FILLETS $9.65,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,41,0.891,SALMON FILLETS $4.52,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,42,0.913,GOOD DRINK TEA $4.37,item,item
17kwveEU_hF6lGgEHj-17pw.jpeg,43,0.935,PLUS .08 CRE/EA $2.89,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,44,0.957,PLUS 10 DEP/EA $0.09,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,45,0.978,6 IN HANGING BASKE $0.10,item,noise
17kwveEU_hF6lGgEHj-17pw.jpeg,46,1.0,$14.99,noise,noise
caption.jpg,0,0.0,LOS TRES AMIGOS,item,header
caption.jpg,1,0.037,2201 Lapalco Blvd,header,header
caption.jpg,2,0.074,Harvey LA 70058,item,header
caption.jpg,3,0.111,504-362-7221,noise,header
caption.jpg,4,0.148,Server: Margarita 12/10/2023,header,header
caption.jpg,5,0.185,16/1 1:14 PM,item,header
caption.jpg,6,0.222,Guests: 2,item,header
caption.jpg,7,0.259,#20009,noise,header
caption.jpg,8,0.296,Reprint #: 1,item,header
caption.jpg,9,0.333,Order Type: DO NOT MAKE,item,header
caption.jpg,10,0.37,NC Water (2 @0.00) 0.00,item,item
caption.jpg,11,0.407,L18 LUNCH -FAJITA 12.99,item,item
caption.jpg,12,0.444,Chicken & Steak,item,item
caption.jpg,13,0.481,Flour,item,item
caption.jpg,14,0.519,RICE,item,item
caption.jpg,15,0.556,REFRIED BEANS,item,item
caption.jpg,16,0.593,L22 ENCHILADA SPECIAL 11.99,item,item
caption.jpg,17,0.63,Steak,item,item
caption.jpg,18,0.667,Tres Leches 4.99,item,item
caption.jpg,19,0.704,Complete Subtotal 29.97,metadata,noise
caption.jpg,20,0.741,Subtotal 29.97,metadata,noise
caption.jpg,21,0.778,Tax 2.76,metadata,noise
caption.jpg,22,0.815,Total 32.73,metadata,noise
caption.jpg,23,0.852,Balance Due 32.73,metadata,noise
caption.jpg,24,0.889,Our Staff Thanks You,item,noise
caption.jpg,25,0.926,For Dining With Us!!!,item,noise
caption.jpg,26,0.963,Vist Our Website,item,noise
caption.jpg,27,1.0,lostresamigosmexicanrestaurant.com,item,noise
kari-l-meal-plan-receipt.jpg,0,0.0,The Mei jer Team appreciates your business,item,header
